year,ccode,country,regime,duration,collapse,hypart,democracy2,party2,sftgcode,coup,coup.1,predyr,postcw,pastcoup,infantmort,slowgrowth,civconc,regdur,regfail,party,anocracy,xconst,gdp,constraint,constraint2,party2,rev_party,xconst3,,
1994,694,NA,NA,NA,NA,NA,0,NA,QAT,0,1,1995,1,0,-1.254015316,1,0,NA,NA,NA,0,1,8137911748,0,0,NA,NA,-2,,
1994,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,1995,1,0,0.84163192,0,0,NA,NA,NA,0,1,303053461.9,0,0,NA,NA,-2,,
1995,694,NA,NA,NA,NA,NA,0,NA,QAT,1,1,1996,1,1,-1.301488343,1,0,NA,NA,NA,0,1,9059340117,0,0,NA,NA,-2,,
1995,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,1996,1,0,0.844053001,0,0,NA,NA,NA,0,1,316420860.2,0,0,NA,NA,-2,,
1996,694,NA,NA,NA,NA,NA,0,NA,QAT,1,0,1997,1,1,-1.292084736,0,0,NA,NA,NA,0,1,11297801802,0,0,NA,NA,-2,,
1996,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,1997,1,0,0.832197817,0,0,NA,NA,NA,0,1,365964500.2,0,0,NA,NA,-2,,
1997,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,1998,1,1,-1.233090201,0,0,NA,NA,NA,0,1,10255494737,0,0,NA,NA,-2,,
1997,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,1998,1,0,0.874124135,0,0,NA,NA,NA,0,1,376955086.1,0,0,NA,NA,-2,,
1998,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,1999,1,1,-1.246512948,0,0,NA,NA,NA,0,1,12393131511,0,0,NA,NA,-2,,
1998,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,1999,1,0,0.872628463,0,0,NA,NA,NA,0,1,419035810.8,0,0,NA,NA,-2,,
1999,581,NA,NA,NA,NA,NA,0,NA,COM,1,1,2000,1,1,1.028609937,1,0,NA,NA,NA,1,1,201899883.6,0,0,NA,NA,-2,,
1999,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2000,1,1,-1.237223351,1,0,NA,NA,NA,0,1,17759889598,0,0,NA,NA,-2,,
1999,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2000,1,0,0.863161365,0,0,NA,NA,NA,0,1,439158233.5,0,0,NA,NA,-2,,
2000,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2001,1,1,-1.258051518,0,0,NA,NA,NA,0,1,17538461033,0,0,NA,NA,-2,,
2000,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2001,1,0,0.835616943,0,0,NA,NA,NA,0,1,476360697,0,0,NA,NA,-2,,
2001,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2002,1,0,-1.243171738,0,0,NA,NA,NA,0,1,19363735706,0,0,NA,NA,-2,,
2001,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2002,1,0,0.84585004,0,0,NA,NA,NA,0,1,537050133.3,0,0,NA,NA,-2,,
2002,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2003,1,0,-1.21592854,0,0,NA,NA,NA,0,1,23533790531,0,0,NA,NA,-2,,
2002,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2003,1,0,0.842971269,0,0,NA,NA,NA,0,1,622026106.8,0,0,NA,NA,-2,,
2003,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2004,1,0,-1.213923135,0,0,NA,NA,NA,0,1,31734065019,0,0,NA,NA,-2,,
2003,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2004,1,0,0.842030425,0,0,NA,NA,NA,0,1,702682018.3,0,0,NA,NA,-2,,
2004,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2005,1,0,-1.215211624,0,0,NA,NA,NA,0,1,44530493222,0,0,NA,NA,-2,,
2004,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2005,1,0,0.830497801,0,0,NA,NA,NA,0,1,818869145.8,0,0,NA,NA,-2,,
2005,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2006,1,0,-1.200983264,0,0,NA,NA,NA,0,1,60882141103,0,0,NA,NA,-2,,
2006,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2007,1,0,-1.154354272,0,0,NA,NA,NA,0,1,79712085615,0,0,NA,NA,-2,,
2007,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2008,1,0,-1.165717682,0,0,NA,NA,NA,0,1,1.15E+11,0,0,NA,NA,-2,,
2008,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2009,1,0,-1.183412477,0,0,NA,NA,NA,0,1,97798348830,0,0,NA,NA,-2,,
2009,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2010,1,0,-1.171637423,0,0,NA,NA,NA,0,1,1.25E+11,0,0,NA,NA,-2,,
2010,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2011,1,0,-1.170414551,0,0,NA,NA,NA,0,1,1.70E+11,0,0,NA,NA,-2,,
2011,670,NA,NA,NA,NA,NA,0,NA,SAU,0,0,2012,1,0,-0.310773548,0,0,84,0,0,0,1,7.34E+11,0,0,NA,1,-2,,
2011,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2012,1,0,-1.158896831,0,0,NA,NA,NA,0,1,1.90E+11,0,0,NA,NA,-2,,
2011,701,NA,NA,NA,NA,NA,0,NA,TKM,0,0,2012,1,0,0.652419664,0,0,20,0,1,0,1,35164210526,0,0,NA,0,-2,,
2011,704,NA,NA,NA,NA,NA,0,NA,UZB,0,0,2012,1,0,-0.00591314,0,0,20,0,1,0,1,51183443225,0,0,NA,0,-2,,
2011,731,NA,NA,NA,NA,NA,0,NA,PRK,0,0,2012,1,0,0.206590062,NA,0,63,0,1,0,1,NA,0,0,NA,0,-2,,
2012,652,NA,NA,NA,NA,NA,0,NA,SYR,0,0,2013,1,0,-0.340338524,NA,1,NA,NA,NA,0,1,NA,0,0,NA,NA,-2,,
2012,670,NA,NA,NA,NA,NA,0,NA,SAU,0,0,2013,1,0,-0.308445161,0,0,85,0,0,0,1,7.45E+11,0,0,NA,1,-2,,
2012,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2013,1,0,-0.733969175,0,0,NA,NA,NA,0,1,32788114767,0,0,NA,NA,-2,,
2012,694,NA,NA,NA,NA,NA,0,NA,QAT,0,0,2013,1,0,-1.137964776,0,0,NA,NA,NA,0,1,2.02E+11,0,0,NA,NA,-2,,
2012,701,NA,NA,NA,NA,NA,0,NA,TKM,0,0,2013,1,0,0.654528639,0,0,21,0,1,0,1,41850877193,0,0,NA,0,-2,,
2012,701,NA,NA,NA,NA,NA,0,NA,TKM,0,0,2013,1,0,0.654528639,0,0,2,0,0,0,1,41850877193,0,0,NA,1,-2,,
2012,704,NA,NA,NA,NA,NA,0,NA,UZB,0,0,2013,1,0,-0.002355714,0,0,21,0,1,0,1,56795656325,0,0,NA,0,-2,,
2012,731,NA,NA,NA,NA,NA,0,NA,PRK,0,0,2013,1,0,0.209784122,NA,0,64,0,1,0,1,NA,0,0,NA,0,-2,,
2013,652,NA,NA,NA,NA,NA,0,NA,SYR,0,NA,2014,1,0,-0.340338524,NA,1,NA,NA,NA,0,1,NA,0,0,NA,NA,-2,,
2013,670,NA,NA,NA,NA,NA,0,NA,SAU,0,NA,2014,1,0,-0.308445161,1,0,86,0,0,0,1,NA,0,0,NA,1,-2,,
2013,692,NA,NA,NA,NA,NA,0,NA,BAH,0,NA,2014,1,0,-0.733969175,0,0,NA,NA,NA,0,1,NA,0,0,NA,NA,-2,,
2013,694,NA,NA,NA,NA,NA,0,NA,QAT,0,NA,2014,1,0,-1.137964776,1,0,NA,NA,NA,0,1,NA,0,0,NA,NA,-2,,
2013,701,NA,NA,NA,NA,NA,0,NA,TKM,0,NA,2014,1,0,0.654528639,0,0,22,0,1,0,1,NA,0,0,NA,0,-2,,
2013,704,NA,NA,NA,NA,NA,0,NA,UZB,0,NA,2014,1,0,-0.002355714,0,0,22,0,1,0,1,NA,0,0,NA,0,-2,,
2013,731,NA,NA,NA,NA,NA,0,NA,PRK,0,NA,2014,1,0,0.209784122,NA,0,65,0,1,0,1,NA,0,0,NA,0,-2,,
1960,481,NA,NA,NA,NA,NA,0,NA,GAB,0,0,1961,0,0,NA,NA,0,NA,NA,NA,0,2,167637907.5,0,0,NA,NA,-1,,
1962,615,NA,NA,NA,NA,NA,0,NA,ALG,0,0,1963,0,0,NA,1,1,NA,NA,NA,0,2,2703004010,0,0,NA,NA,-1,,
1968,572,NA,NA,NA,NA,NA,0,NA,SWA,0,0,1969,0,0,NA,NA,0,NA,NA,NA,1,2,105419957.9,0,0,NA,NA,-1,,
1975,541,NA,NA,NA,NA,NA,0,NA,MZM,1,0,1976,0,1,0.677747394,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1977,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1978,0,0,0.376041101,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1978,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1979,0,0,0.423593546,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1979,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1980,0,0,0.449689085,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1980,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1981,0,0,0.489616531,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1981,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1982,0,0,0.529810924,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1982,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1983,0,0,0.569290267,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1982,581,NA,NA,NA,NA,NA,0,NA,COM,0,0,1983,0,1,0.592685284,0,0,NA,NA,NA,0,2,111519674,0,0,NA,NA,-1,,
1983,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1984,0,0,0.588192752,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1983,581,NA,NA,NA,NA,NA,0,NA,COM,0,0,1984,0,0,0.624809903,0,0,NA,NA,NA,0,2,107489831.8,0,0,NA,NA,-1,,
1984,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1985,0,0,0.606143786,NA,0,NA,NA,NA,0,2,340989541.5,0,0,NA,NA,-1,,
1984,581,NA,NA,NA,NA,NA,0,NA,COM,0,1,1985,0,0,0.649445462,0,0,NA,NA,NA,0,2,114490708.9,0,0,NA,NA,-1,,
1985,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1986,0,0,0.608209054,NA,0,NA,NA,NA,0,2,NA,0,0,NA,NA,-1,,
1986,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1987,0,0,0.639854486,NA,0,NA,NA,NA,0,2,373371753,0,0,NA,NA,-1,,
1987,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1988,0,0,0.650893704,NA,0,NA,NA,NA,0,2,395794554.2,0,0,NA,NA,-1,,
1988,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1989,0,0,0.660592356,NA,0,NA,NA,NA,0,2,409220103.3,0,0,NA,NA,-1,,
1989,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1990,0,0,0.695712107,NA,0,NA,NA,NA,0,2,452328105,0,0,NA,NA,-1,,
1990,522,NA,NA,NA,NA,NA,0,NA,DJI,0,1,1991,0,0,0.707269216,NA,0,NA,NA,NA,0,2,462422016.6,0,0,NA,NA,-1,,
1991,522,NA,NA,NA,NA,NA,0,NA,DJI,1,0,1992,1,1,0.704241596,1,1,NA,NA,NA,0,2,478058323.6,0,0,NA,NA,-1,,
1991,701,NA,NA,NA,NA,NA,0,NA,TKM,0,0,1992,1,0,NA,1,0,NA,NA,NA,0,2,3200539816,0,0,NA,NA,-1,,
1992,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1993,1,1,0.768041007,1,1,NA,NA,NA,0,2,466048487.5,0,0,NA,NA,-1,,
1993,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,1994,1,0,1.015962872,0,0,NA,NA,NA,1,2,100807002.6,0,0,NA,NA,-1,,
1993,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1994,1,1,0.757056824,1,1,NA,NA,NA,0,2,491689240,0,0,NA,NA,-1,,
1993,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,1994,1,0,-0.62808745,0,0,NA,NA,NA,0,2,5567553552,0,0,NA,NA,-1,,
1994,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,1995,1,0,1.021541104,0,0,NA,NA,NA,1,2,141853360.9,0,0,NA,NA,-1,,
1994,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1995,1,1,0.748767769,1,1,NA,NA,NA,0,2,497723980.1,0,0,NA,NA,-1,,
1994,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,1995,1,0,-0.664767732,1,0,NA,NA,NA,0,2,5849468115,0,0,NA,NA,-1,,
1995,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,1996,1,0,1.037658253,0,0,NA,NA,NA,1,2,232463022.7,0,0,NA,NA,-1,,
1995,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1996,1,1,0.765736015,1,0,NA,NA,NA,0,2,494004667.1,0,0,NA,NA,-1,,
1995,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,1996,1,0,-0.672244964,0,0,NA,NA,NA,0,2,6101861656,0,0,NA,NA,-1,,
1996,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,1997,1,0,1.044663248,0,0,NA,NA,NA,1,2,442337870.3,0,0,NA,NA,-1,,
1996,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1997,1,0,0.766076804,1,0,NA,NA,NA,0,2,502675561.7,0,0,NA,NA,-1,,
1996,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,1997,1,0,-0.686389054,0,0,NA,NA,NA,0,2,6349202600,0,0,NA,NA,-1,,
1997,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,1998,1,0,1.105498973,0,0,NA,NA,NA,1,2,370687634.7,0,0,NA,NA,-1,,
1997,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1998,1,0,0.822350187,1,0,NA,NA,NA,0,2,514267889.4,0,0,NA,NA,-1,,
1997,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,1998,1,0,-0.648933306,0,0,NA,NA,NA,0,2,6183941092,0,0,NA,NA,-1,,
1998,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,1999,1,0,1.122944389,0,0,NA,NA,NA,1,2,621117853.4,0,0,NA,NA,-1,,
1998,522,NA,NA,NA,NA,NA,0,NA,DJI,0,0,1999,1,0,0.834744182,1,0,NA,NA,NA,0,2,536080169.1,0,0,NA,NA,-1,,
1998,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,1999,1,0,-0.618804659,0,0,NA,NA,NA,0,2,6621186419,0,0,NA,NA,-1,,
1999,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2000,1,0,1.132278386,0,0,NA,NA,NA,1,2,1045998534,0,0,NA,NA,-1,,
1999,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2000,1,0,-0.690846743,0,0,NA,NA,NA,0,2,9063147901,0,0,NA,NA,-1,,
2000,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2001,1,0,1.123837011,0,0,NA,NA,NA,1,2,1461139008,0,0,NA,NA,-1,,
2000,581,NA,NA,NA,NA,NA,0,NA,COM,1,0,2001,1,1,1.023238569,1,0,NA,NA,NA,1,2,220115655.3,0,0,NA,NA,-1,,
2000,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2001,1,0,-0.719874129,0,0,NA,NA,NA,0,2,8976446420,0,0,NA,NA,-1,,
2001,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2002,1,0,1.156575006,0,0,NA,NA,NA,1,2,1806742733,0,0,NA,NA,-1,,
2001,581,NA,NA,NA,NA,NA,0,NA,COM,0,0,2002,1,1,1.058960251,0,0,NA,NA,NA,1,2,251162420.6,0,0,NA,NA,-1,,
2001,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2002,1,0,-0.696091727,0,0,NA,NA,NA,0,2,9632411109,0,0,NA,NA,-1,,
2002,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2003,1,0,1.177374302,0,0,NA,NA,NA,1,2,2484745876,0,0,NA,NA,-1,,
2002,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2003,1,0,-0.666675539,0,0,NA,NA,NA,0,2,11075116594,0,0,NA,NA,-1,,
2003,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2004,1,0,1.199969043,0,0,NA,NA,NA,1,2,4410764261,0,0,NA,NA,-1,,
2003,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2004,1,0,-0.664563848,0,0,NA,NA,NA,0,2,13150516509,0,0,NA,NA,-1,,
2004,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2005,1,0,1.212175224,0,0,NA,NA,NA,1,2,6915849240,0,0,NA,NA,-1,,
2004,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2005,1,0,-0.669379407,0,0,NA,NA,NA,0,2,15969151306,0,0,NA,NA,-1,,
2005,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2006,1,0,1.220821089,0,0,NA,NA,NA,1,2,8081982438,0,0,NA,NA,-1,,
2005,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2006,1,0,-0.704438229,0,0,NA,NA,NA,0,2,18505250857,0,0,NA,NA,-1,,
2005,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2006,1,0,0.815411179,0,0,NA,NA,NA,1,2,897672085.8,0,0,NA,NA,-1,,
2006,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2007,1,0,1.265192571,1,0,NA,NA,NA,1,2,10197937673,0,0,NA,NA,-1,,
2006,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2007,1,0,-0.696365205,0,0,NA,NA,NA,0,2,21730590263,0,0,NA,NA,-1,,
2006,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2007,1,0,0.835699011,0,0,NA,NA,NA,1,2,1196091806,0,0,NA,NA,-1,,
2007,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2008,1,0,1.252268732,0,0,NA,NA,NA,1,2,15419096232,0,0,NA,NA,-1,,
2007,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2008,1,0,-0.780473043,0,0,NA,NA,NA,0,2,25711147929,0,0,NA,NA,-1,,
2007,760,NA,NA,NA,NA,NA,0,NA,BHU,0,0,2008,1,0,0.79848735,0,0,NA,NA,NA,1,2,1258193519,0,0,NA,NA,-1,,
2007,950,NA,NA,NA,NA,NA,0,NA,FJI,0,0,2008,1,1,-0.701113723,1,0,NA,NA,NA,1,2,3629936625,0,0,NA,NA,-1,,
2008,411,NA,NA,NA,NA,NA,0,NA,EQG,0,1,2009,1,0,1.240244636,0,0,NA,NA,NA,1,2,9380412630,0,0,NA,NA,-1,,
2008,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2009,1,0,-0.759255236,0,0,NA,NA,NA,0,2,22938464723,0,0,NA,NA,-1,,
2008,950,NA,NA,NA,NA,NA,0,NA,FJI,0,0,2009,1,1,-0.712735222,1,0,NA,NA,NA,1,2,2925499821,0,0,NA,NA,-1,,
2009,411,NA,NA,NA,NA,NA,0,NA,EQG,1,0,2010,1,1,1.247566881,1,0,NA,NA,NA,1,2,11586407487,0,0,NA,NA,-1,,
2009,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2010,1,0,-0.754305448,0,0,NA,NA,NA,0,2,25713547869,0,0,NA,NA,-1,,
2009,950,NA,NA,NA,NA,NA,0,NA,FJI,0,0,2010,1,1,-0.704737781,1,0,NA,NA,NA,1,2,3225095136,0,0,NA,NA,-1,,
2010,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2011,1,1,1.254778336,1,0,NA,NA,NA,1,2,15715842151,0,0,NA,NA,-1,,
2010,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2011,1,0,-0.75129253,0,0,NA,NA,NA,1,2,29044378668,0,0,NA,NA,-1,,
2010,950,NA,NA,NA,NA,NA,0,NA,FJI,0,0,2011,1,1,-0.697570009,1,0,NA,NA,NA,1,2,3753485389,0,0,NA,NA,-1,,
2011,370,NA,NA,NA,NA,NA,0,NA,BLR,0,0,2012,1,0,-1.776904367,0,0,17,0,0,0,2,63615445567,0,0,NA,1,-1,,
2011,373,NA,NA,NA,NA,NA,0,NA,AZE,0,0,2012,1,0,0.30320719,1,0,18,0,0,0,2,68730906314,0,0,NA,1,-1,,
2011,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2012,1,1,1.254381354,0,0,NA,NA,NA,1,2,16486743747,0,0,NA,NA,-1,,
2011,420,NA,NA,NA,NA,NA,0,NA,GAM,0,0,2012,1,0,1.178759648,1,0,17,0,0,1,2,914109100.3,0,0,NA,1,-1,,
2011,435,NA,NA,NA,NA,NA,0,NA,MAA,0,0,2012,1,1,1.008007574,0,0,3,0,0,1,2,3958701369,0,0,NA,1,-1,,
2011,471,NA,NA,NA,NA,NA,0,NA,CAO,0,0,2012,1,0,1.016084763,0,0,28,0,0,1,2,26472637887,0,0,NA,1,-1,,
2011,483,NA,NA,NA,NA,NA,0,NA,CHA,0,0,2012,1,1,1.463822135,1,0,21,0,0,1,2,12887072082,0,0,NA,1,-1,,
2011,484,NA,NA,NA,NA,NA,0,NA,CON,0,0,2012,1,0,1.238078417,0,0,14,0,0,1,2,13677929162,0,0,NA,1,-1,,
2011,531,NA,NA,NA,NA,NA,0,NA,ERI,0,0,2012,1,0,0.628276027,0,0,18,0,1,0,2,3091967480,0,0,NA,0,-1,,
2011,572,NA,NA,NA,NA,NA,0,NA,SWA,0,0,2012,1,0,1.051249677,1,0,43,0,0,0,2,4049589166,0,0,NA,1,-1,,
2011,625,NA,NA,NA,NA,NA,0,NA,SUD,0,1,2012,1,1,0.950965983,1,1,22,0,0,1,2,63029562337,0,0,NA,1,-1,,
2011,630,NA,NA,NA,NA,NA,0,NA,IRN,0,0,2012,1,0,0.65052841,1,0,32,0,1,0,2,5.03E+11,0,0,NA,0,-1,,
2011,651,NA,NA,NA,NA,NA,0,NA,EGY,1,0,2012,1,1,0.133531393,1,1,59,1,1,1,2,2.63E+11,0,0,NA,0,-1,,
2011,678,NA,NA,NA,NA,NA,0,NA,YEM,0,0,2012,1,0,0.916018586,1,1,NA,NA,NA,1,2,31992801303,0,0,NA,NA,-1,,
2011,692,NA,NA,NA,NA,NA,0,NA,BAH,0,0,2012,1,0,-0.748626333,0,0,NA,NA,NA,0,2,30362317939,0,0,NA,NA,-1,,
2011,698,NA,NA,NA,NA,NA,0,NA,OMA,0,0,2012,1,0,-0.354409937,1,0,270,0,0,0,2,78289467471,0,0,NA,1,-1,,
2011,705,NA,NA,NA,NA,NA,0,NA,KZK,0,0,2012,1,0,0.077212962,0,0,20,0,0,0,2,2.04E+11,0,0,NA,1,-1,,
2011,950,NA,NA,NA,NA,NA,0,NA,FJI,0,0,2012,1,0,-0.695417329,1,0,NA,NA,NA,1,2,4035420973,0,0,NA,NA,-1,,
2012,370,NA,NA,NA,NA,NA,0,NA,BLR,0,0,2013,1,0,-1.748024076,1,0,18,0,0,0,2,71709513654,0,0,NA,1,-1,,
2012,373,NA,NA,NA,NA,NA,0,NA,AZE,0,0,2013,1,0,0.302628638,0,0,19,0,0,0,2,73560484385,0,0,NA,1,-1,,
2012,411,NA,NA,NA,NA,NA,0,NA,EQG,0,0,2013,1,1,1.263528343,0,0,NA,NA,NA,1,2,15573546339,0,0,NA,NA,-1,,
2012,420,NA,NA,NA,NA,NA,0,NA,GAM,0,0,2013,1,0,1.186120274,0,0,18,0,0,1,2,914293769.4,0,0,NA,1,-1,,
2012,435,NA,NA,NA,NA,NA,0,NA,MAA,0,0,2013,1,1,1.019993404,0,0,4,0,0,1,2,4162533271,0,0,NA,1,-1,,
2012,471,NA,NA,NA,NA,NA,0,NA,CAO,0,0,2013,1,0,1.032975125,0,0,29,0,0,1,2,29274957493,0,0,NA,1,-1,,
2012,483,NA,NA,NA,NA,NA,0,NA,CHA,0,0,2013,1,1,1.48278032,0,0,22,0,0,1,2,13413893612,0,0,NA,1,-1,,
2012,484,NA,NA,NA,NA,NA,0,NA,CON,0,0,2013,1,0,1.25067676,0,0,15,0,0,1,2,14108139017,0,0,NA,1,-1,,
2012,531,NA,NA,NA,NA,NA,0,NA,ERI,0,0,2013,1,0,0.640986637,0,0,19,0,1,0,2,3444097561,0,0,NA,0,-1,,
2012,572,NA,NA,NA,NA,NA,0,NA,SWA,0,0,2013,1,0,1.030795196,1,0,44,0,0,0,2,3791304348,0,0,NA,1,-1,,
2012,630,NA,NA,NA,NA,NA,0,NA,IRN,0,0,2013,1,0,0.659894505,1,0,33,0,1,0,2,3.69E+11,0,0,NA,0,-1,,
2012,698,NA,NA,NA,NA,NA,0,NA,OMA,0,0,2013,1,0,-0.351645595,1,0,271,0,0,0,2,80570458653,0,0,NA,1,-1,,
2012,705,NA,NA,NA,NA,NA,0,NA,KZK,0,0,2013,1,0,0.08174262,0,0,21,0,0,0,2,2.24E+11,0,0,NA,1,-1,,
2012,950,NA,NA,NA,NA,NA,0,NA,FJI,0,0,2013,1,0,-0.683313338,0,0,NA,NA,NA,1,2,4027913544,0,0,NA,NA,-1,,
2013,370,NA,NA,NA,NA,NA,0,NA,BLR,0,NA,2014,1,0,-1.748024076,0,0,19,0,0,0,2,NA,0,0,NA,1,-1,,
2013,373,NA,NA,NA,NA,NA,0,NA,AZE,0,NA,2014,1,0,0.302628638,0,0,20,0,0,0,2,NA,0,0,NA,1,-1,,
2013,411,NA,NA,NA,NA,NA,0,NA,EQG,0,NA,2014,1,1,1.263528343,1,0,NA,NA,NA,1,2,NA,0,0,NA,NA,-1,,
2013,420,NA,NA,NA,NA,NA,0,NA,GAM,0,NA,2014,1,0,1.186120274,0,0,19,0,0,1,2,NA,0,0,NA,1,-1,,
2013,435,NA,NA,NA,NA,NA,0,NA,MAA,0,NA,2014,1,0,1.019993404,0,0,5,0,0,1,2,NA,0,0,NA,1,-1,,
2013,471,NA,NA,NA,NA,NA,0,NA,CAO,0,NA,2014,1,0,1.032975125,0,0,30,0,0,1,2,NA,0,0,NA,1,-1,,
2013,483,NA,NA,NA,NA,NA,0,NA,CHA,0,NA,2014,1,0,1.48278032,1,0,23,0,0,1,2,NA,0,0,NA,1,-1,,
2013,484,NA,NA,NA,NA,NA,0,NA,CON,0,NA,2014,1,0,1.25067676,0,0,16,0,0,1,2,NA,0,0,NA,1,-1,,
2013,531,NA,NA,NA,NA,NA,0,NA,ERI,0,NA,2014,1,0,0.640986637,1,0,20,0,1,0,2,NA,0,0,NA,0,-1,,
2013,572,NA,NA,NA,NA,NA,0,NA,SWA,0,NA,2014,1,0,1.030795196,1,0,45,0,0,0,2,NA,0,0,NA,1,-1,,
2013,630,NA,NA,NA,NA,NA,0,NA,IRN,0,NA,2014,1,0,0.659894505,1,0,34,0,1,0,2,NA,0,0,NA,0,-1,,
2013,698,NA,NA,NA,NA,NA,0,NA,OMA,0,NA,2014,1,0,-0.351645595,1,0,272,0,0,0,2,NA,0,0,NA,1,-1,,
